spatial_unit,year,season,crop,target_temporal_granularity,yield_tons_ha,yield_tons_ha_planted,harvested_fraction,area_planted_ha,area_harvested_ha,production_mt,cv_area_planted_pct,cv_area_harvested_pct,cv_production_pct,rain_total_mm,rain_mean_daily_mm,rainy_days_1mm,rainy_days_10mm,heavy_rain_days_20mm,maximum_1day_rainfall_mm,maximum_5day_rainfall_mm,longest_dry_spell_days,wet_day_rainfall_cv,rainfall_onset_date,rainfall_cessation_date,onset_day_of_year,cessation_day_of_year,season_length_days,temperature_mean_c,temperature_maximum_c,temperature_minimum_c,temperature_range_c,growing_degree_days,heat_days_32c,extreme_heat_days_35c,cold_days_10c,target_source,target_source_type,target_geographic_level,predictor_geographic_level,target_definition,target_year,target_season,is_proxy,is_synthetic,is_geographically_assigned,season_definition,yield_consistency_ok,rainfall_source,temperature_source,soil_source,soil_source_version,soil_depth_cm,soil_quality_flag,soil_district_count,soil_ph,soil_ph_sd,soil_organic_carbon,soil_organic_carbon_sd,clay_pct,clay_pct_sd,sand_pct,sand_pct_sd,silt_pct,silt_pct_sd,bulk_density,bulk_density_sd,cation_exchange_capacity,cation_exchange_capacity_sd,elevation_source,data_version,processing_version,predictor_geographic_level_x,predictor_geographic_level_y
Bunyoro,2018,annual,beans,annual,0.7,0.8259760378181997,0.38314286943746045,162673.0,62327.0,134364.0,,,14.3,1379.1427689871216,3.778473339690744,230,38,1,23.338536398751398,50.85511830874851,18,0.6762629553865023,2018-03-04,2018-12-17,63,351,289,24.319369863013698,36.68571428571429,15.795714285714286,9.803444227005876,5226.570000000001,56,10,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,7,5.892857142857143,0.23429507014484943,27.39047619047619,6.869045280734657,35.919047619047625,3.6983283081863196,40.121428571428574,4.604091520610632,23.942857142857143,2.036083230281838,1.275952380952381,0.06665872968626269,19.571428571428573,2.0395105232881683,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bunyoro,2018,annual,groundnuts,annual,0.8,0.6284324324324324,0.43616216216216214,55500.0,24207.0,34878.0,,,11.9,1379.1427689871216,3.778473339690744,230,38,1,23.338536398751398,50.85511830874851,18,0.6762629553865023,2018-03-04,2018-12-17,63,351,289,24.319369863013698,36.68571428571429,15.795714285714286,9.803444227005876,5226.570000000001,56,10,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,7,5.892857142857143,0.23429507014484943,27.39047619047619,6.869045280734657,35.919047619047625,3.6983283081863196,40.121428571428574,4.604091520610632,23.942857142857143,2.036083230281838,1.275952380952381,0.06665872968626269,19.571428571428573,2.0395105232881683,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bunyoro,2018,annual,irish_potatoes,annual,3.7,3.2828224407171778,0.5756699440909967,5187.0,2986.0,17028.0,,,39.4,1379.1427689871216,3.778473339690744,230,38,1,23.338536398751398,50.85511830874851,18,0.6762629553865023,2018-03-04,2018-12-17,63,351,289,24.319369863013698,36.68571428571429,15.795714285714286,9.803444227005876,5226.570000000001,56,10,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,7,5.892857142857143,0.23429507014484943,27.39047619047619,6.869045280734657,35.919047619047625,3.6983283081863196,40.121428571428574,4.604091520610632,23.942857142857143,2.036083230281838,1.275952380952381,0.06665872968626269,19.571428571428573,2.0395105232881683,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bunyoro,2018,annual,maize,annual,1.7,1.4533244754470465,0.3684504235176881,451575.0,166383.0,656285.0,,,14.4,1379.1427689871216,3.778473339690744,230,38,1,23.338536398751398,50.85511830874851,18,0.6762629553865023,2018-03-04,2018-12-17,63,351,289,24.319369863013698,36.68571428571429,15.795714285714286,9.803444227005876,5226.570000000001,56,10,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,7,5.892857142857143,0.23429507014484943,27.39047619047619,6.869045280734657,35.919047619047625,3.6983283081863196,40.121428571428574,4.604091520610632,23.942857142857143,2.036083230281838,1.275952380952381,0.06665872968626269,19.571428571428573,2.0395105232881683,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bunyoro,2018,annual,millet,annual,0.6,0.5607058823529412,0.6844705882352942,4250.0,2909.0,2383.0,,,23.1,1379.1427689871216,3.778473339690744,230,38,1,23.338536398751398,50.85511830874851,18,0.6762629553865023,2018-03-04,2018-12-17,63,351,289,24.319369863013698,36.68571428571429,15.795714285714286,9.803444227005876,5226.570000000001,56,10,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,7,5.892857142857143,0.23429507014484943,27.39047619047619,6.869045280734657,35.919047619047625,3.6983283081863196,40.121428571428574,4.604091520610632,23.942857142857143,2.036083230281838,1.275952380952381,0.06665872968626269,19.571428571428573,2.0395105232881683,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bunyoro,2018,annual,rice,annual,1.1,1.0749474401954657,0.8336269106199216,17599.0,14671.0,18918.0,,,35.8,1379.1427689871216,3.778473339690744,230,38,1,23.338536398751398,50.85511830874851,18,0.6762629553865023,2018-03-04,2018-12-17,63,351,289,24.319369863013698,36.68571428571429,15.795714285714286,9.803444227005876,5226.570000000001,56,10,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,7,5.892857142857143,0.23429507014484943,27.39047619047619,6.869045280734657,35.919047619047625,3.6983283081863196,40.121428571428574,4.604091520610632,23.942857142857143,2.036083230281838,1.275952380952381,0.06665872968626269,19.571428571428573,2.0395105232881683,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bunyoro,2018,annual,simsim,annual,0.2,0.4934989326605861,0.20657869202406365,10306.0,2129.0,5086.0,,,67.2,1379.1427689871216,3.778473339690744,230,38,1,23.338536398751398,50.85511830874851,18,0.6762629553865023,2018-03-04,2018-12-17,63,351,289,24.319369863013698,36.68571428571429,15.795714285714286,9.803444227005876,5226.570000000001,56,10,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,7,5.892857142857143,0.23429507014484943,27.39047619047619,6.869045280734657,35.919047619047625,3.6983283081863196,40.121428571428574,4.604091520610632,23.942857142857143,2.036083230281838,1.275952380952381,0.06665872968626269,19.571428571428573,2.0395105232881683,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bunyoro,2018,annual,sorghum,annual,0.6,0.5482515131136516,0.6297915265635508,5948.0,3746.0,3261.0,,,39.4,1379.1427689871216,3.778473339690744,230,38,1,23.338536398751398,50.85511830874851,18,0.6762629553865023,2018-03-04,2018-12-17,63,351,289,24.319369863013698,36.68571428571429,15.795714285714286,9.803444227005876,5226.570000000001,56,10,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,7,5.892857142857143,0.23429507014484943,27.39047619047619,6.869045280734657,35.919047619047625,3.6983283081863196,40.121428571428574,4.604091520610632,23.942857142857143,2.036083230281838,1.275952380952381,0.06665872968626269,19.571428571428573,2.0395105232881683,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bunyoro,2018,annual,soya_beans,annual,0.2,0.24124513618677043,0.9922178988326849,1028.0,1020.0,248.0,,,65.4,1379.1427689871216,3.778473339690744,230,38,1,23.338536398751398,50.85511830874851,18,0.6762629553865023,2018-03-04,2018-12-17,63,351,289,24.319369863013698,36.68571428571429,15.795714285714286,9.803444227005876,5226.570000000001,56,10,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,7,5.892857142857143,0.23429507014484943,27.39047619047619,6.869045280734657,35.919047619047625,3.6983283081863196,40.121428571428574,4.604091520610632,23.942857142857143,2.036083230281838,1.275952380952381,0.06665872968626269,19.571428571428573,2.0395105232881683,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bunyoro,2018,annual,sweet_potatoes,annual,3.7,2.408238944527131,0.4190610731313539,39641.0,16612.0,95465.0,,,15.3,1379.1427689871216,3.778473339690744,230,38,1,23.338536398751398,50.85511830874851,18,0.6762629553865023,2018-03-04,2018-12-17,63,351,289,24.319369863013698,36.68571428571429,15.795714285714286,9.803444227005876,5226.570000000001,56,10,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,7,5.892857142857143,0.23429507014484943,27.39047619047619,6.869045280734657,35.919047619047625,3.6983283081863196,40.121428571428574,4.604091520610632,23.942857142857143,2.036083230281838,1.275952380952381,0.06665872968626269,19.571428571428573,2.0395105232881683,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Busoga,2018,annual,beans,annual,0.4,0.37866171003717475,0.20105947955390335,53800.0,10817.0,20372.0,,,19.3,1571.3936869088561,4.305188183311935,215,51,5,23.5648943901062,81.67446064949036,14,0.7218777809247509,2018-02-18,2018-11-21,49,325,277,23.132663013698632,35.114,15.907999999999998,8.625095890410957,4793.422,26,1,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.784999999999999,0.17820261737557666,22.363333333333333,1.6861600761698565,38.23,2.252156716692516,39.06999999999999,2.489679933814686,22.69833333333333,1.0704922716693026,1.3295,0.020698452259189003,18.055,1.5767416394358542,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Busoga,2018,annual,groundnuts,annual,0.5,0.4466726373583583,0.3730579027296445,51362.0,19161.0,22942.0,,,27.4,1571.3936869088561,4.305188183311935,215,51,5,23.5648943901062,81.67446064949036,14,0.7218777809247509,2018-02-18,2018-11-21,49,325,277,23.132663013698632,35.114,15.907999999999998,8.625095890410957,4793.422,26,1,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.784999999999999,0.17820261737557666,22.363333333333333,1.6861600761698565,38.23,2.252156716692516,39.06999999999999,2.489679933814686,22.69833333333333,1.0704922716693026,1.3295,0.020698452259189003,18.055,1.5767416394358542,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Busoga,2018,annual,maize,annual,1.3,1.1116343797935768,0.27340653696390027,288146.0,78781.0,320313.0,,,18.8,1571.3936869088561,4.305188183311935,215,51,5,23.5648943901062,81.67446064949036,14,0.7218777809247509,2018-02-18,2018-11-21,49,325,277,23.132663013698632,35.114,15.907999999999998,8.625095890410957,4793.422,26,1,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.784999999999999,0.17820261737557666,22.363333333333333,1.6861600761698565,38.23,2.252156716692516,39.06999999999999,2.489679933814686,22.69833333333333,1.0704922716693026,1.3295,0.020698452259189003,18.055,1.5767416394358542,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Busoga,2018,annual,millet,annual,0.2,0.5220942531437301,0.045422493830062284,17018.0,773.0,8885.0,,,64.0,1571.3936869088561,4.305188183311935,215,51,5,23.5648943901062,81.67446064949036,14,0.7218777809247509,2018-02-18,2018-11-21,49,325,277,23.132663013698632,35.114,15.907999999999998,8.625095890410957,4793.422,26,1,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.784999999999999,0.17820261737557666,22.363333333333333,1.6861600761698565,38.23,2.252156716692516,39.06999999999999,2.489679933814686,22.69833333333333,1.0704922716693026,1.3295,0.020698452259189003,18.055,1.5767416394358542,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Busoga,2018,annual,rice,annual,1.2,1.0241080038572805,0.3279059416957199,53924.0,17682.0,55224.0,,,33.2,1571.3936869088561,4.305188183311935,215,51,5,23.5648943901062,81.67446064949036,14,0.7218777809247509,2018-02-18,2018-11-21,49,325,277,23.132663013698632,35.114,15.907999999999998,8.625095890410957,4793.422,26,1,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.784999999999999,0.17820261737557666,22.363333333333333,1.6861600761698565,38.23,2.252156716692516,39.06999999999999,2.489679933814686,22.69833333333333,1.0704922716693026,1.3295,0.020698452259189003,18.055,1.5767416394358542,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Busoga,2018,annual,simsim,annual,0.2,0.1994368840919756,0.48897231346785547,2131.0,1042.0,425.0,,,35.7,1571.3936869088561,4.305188183311935,215,51,5,23.5648943901062,81.67446064949036,14,0.7218777809247509,2018-02-18,2018-11-21,49,325,277,23.132663013698632,35.114,15.907999999999998,8.625095890410957,4793.422,26,1,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.784999999999999,0.17820261737557666,22.363333333333333,1.6861600761698565,38.23,2.252156716692516,39.06999999999999,2.489679933814686,22.69833333333333,1.0704922716693026,1.3295,0.020698452259189003,18.055,1.5767416394358542,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Busoga,2018,annual,sorghum,annual,0.3,0.574937343358396,0.044945697577276525,5985.0,269.0,3441.0,,,55.6,1571.3936869088561,4.305188183311935,215,51,5,23.5648943901062,81.67446064949036,14,0.7218777809247509,2018-02-18,2018-11-21,49,325,277,23.132663013698632,35.114,15.907999999999998,8.625095890410957,4793.422,26,1,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.784999999999999,0.17820261737557666,22.363333333333333,1.6861600761698565,38.23,2.252156716692516,39.06999999999999,2.489679933814686,22.69833333333333,1.0704922716693026,1.3295,0.020698452259189003,18.055,1.5767416394358542,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Busoga,2018,annual,soya_beans,annual,0.4,0.4310244357251078,0.4274115224738744,25741.0,11002.0,11095.0,,,30.5,1571.3936869088561,4.305188183311935,215,51,5,23.5648943901062,81.67446064949036,14,0.7218777809247509,2018-02-18,2018-11-21,49,325,277,23.132663013698632,35.114,15.907999999999998,8.625095890410957,4793.422,26,1,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.784999999999999,0.17820261737557666,22.363333333333333,1.6861600761698565,38.23,2.252156716692516,39.06999999999999,2.489679933814686,22.69833333333333,1.0704922716693026,1.3295,0.020698452259189003,18.055,1.5767416394358542,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Busoga,2018,annual,sweet_potatoes,annual,2.7,1.9709457549392218,0.43066243678738575,127348.0,54844.0,250996.0,,,15.1,1571.3936869088561,4.305188183311935,215,51,5,23.5648943901062,81.67446064949036,14,0.7218777809247509,2018-02-18,2018-11-21,49,325,277,23.132663013698632,35.114,15.907999999999998,8.625095890410957,4793.422,26,1,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.784999999999999,0.17820261737557666,22.363333333333333,1.6861600761698565,38.23,2.252156716692516,39.06999999999999,2.489679933814686,22.69833333333333,1.0704922716693026,1.3295,0.020698452259189003,18.055,1.5767416394358542,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Elgon,2018,annual,beans,annual,0.5,0.5090998877665545,0.37397081930415266,111375.0,41651.0,56701.0,,,14.9,1827.6763648165197,5.007332506346629,208,69,18,41.79936528205872,90.03196603059769,22,0.8422130793858668,2018-02-18,2018-11-20,49,324,276,20.104205479452055,32.6975,11.7075,10.415732876712328,3688.035,6,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,8,5.83125,0.1980935925984772,35.19166666666667,11.187762588919727,41.06666666666666,1.9120752459126042,34.6875,2.6788375529174275,24.233333333333334,1.6917165134574887,1.1777083333333334,0.0755820667190558,22.4625,1.7859849001299155,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Elgon,2018,annual,groundnuts,annual,0.5,0.4952131637995512,0.2175766641735228,13370.0,2909.0,6621.0,,,56.2,1827.6763648165197,5.007332506346629,208,69,18,41.79936528205872,90.03196603059769,22,0.8422130793858668,2018-02-18,2018-11-20,49,324,276,20.104205479452055,32.6975,11.7075,10.415732876712328,3688.035,6,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,8,5.83125,0.1980935925984772,35.19166666666667,11.187762588919727,41.06666666666666,1.9120752459126042,34.6875,2.6788375529174275,24.233333333333334,1.6917165134574887,1.1777083333333334,0.0755820667190558,22.4625,1.7859849001299155,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Elgon,2018,annual,irish_potatoes,annual,5.1,3.503265272381582,0.22046788459948746,12097.0,2667.0,42379.0,,,61.6,1827.6763648165197,5.007332506346629,208,69,18,41.79936528205872,90.03196603059769,22,0.8422130793858668,2018-02-18,2018-11-20,49,324,276,20.104205479452055,32.6975,11.7075,10.415732876712328,3688.035,6,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,8,5.83125,0.1980935925984772,35.19166666666667,11.187762588919727,41.06666666666666,1.9120752459126042,34.6875,2.6788375529174275,24.233333333333334,1.6917165134574887,1.1777083333333334,0.0755820667190558,22.4625,1.7859849001299155,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Elgon,2018,annual,maize,annual,3.0,1.2871629786452443,0.07041559119515095,103443.0,7284.0,133148.0,,,60.9,1827.6763648165197,5.007332506346629,208,69,18,41.79936528205872,90.03196603059769,22,0.8422130793858668,2018-02-18,2018-11-20,49,324,276,20.104205479452055,32.6975,11.7075,10.415732876712328,3688.035,6,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,8,5.83125,0.1980935925984772,35.19166666666667,11.187762588919727,41.06666666666666,1.9120752459126042,34.6875,2.6788375529174275,24.233333333333334,1.6917165134574887,1.1777083333333334,0.0755820667190558,22.4625,1.7859849001299155,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Elgon,2018,annual,rice,annual,0.9,1.0753205128205128,0.133082497212932,14352.0,1910.0,15433.0,,,95.3,1827.6763648165197,5.007332506346629,208,69,18,41.79936528205872,90.03196603059769,22,0.8422130793858668,2018-02-18,2018-11-20,49,324,276,20.104205479452055,32.6975,11.7075,10.415732876712328,3688.035,6,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,8,5.83125,0.1980935925984772,35.19166666666667,11.187762588919727,41.06666666666666,1.9120752459126042,34.6875,2.6788375529174275,24.233333333333334,1.6917165134574887,1.1777083333333334,0.0755820667190558,22.4625,1.7859849001299155,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Elgon,2018,annual,sorghum,annual,0.5,0.2826558265582656,0.35501355013550134,3690.0,1310.0,1043.0,,,74.9,1827.6763648165197,5.007332506346629,208,69,18,41.79936528205872,90.03196603059769,22,0.8422130793858668,2018-02-18,2018-11-20,49,324,276,20.104205479452055,32.6975,11.7075,10.415732876712328,3688.035,6,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,8,5.83125,0.1980935925984772,35.19166666666667,11.187762588919727,41.06666666666666,1.9120752459126042,34.6875,2.6788375529174275,24.233333333333334,1.6917165134574887,1.1777083333333334,0.0755820667190558,22.4625,1.7859849001299155,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Elgon,2018,annual,soya_beans,annual,0.6,0.4065361318495563,0.6078320890266234,7099.0,4315.0,2886.0,,,56.4,1827.6763648165197,5.007332506346629,208,69,18,41.79936528205872,90.03196603059769,22,0.8422130793858668,2018-02-18,2018-11-20,49,324,276,20.104205479452055,32.6975,11.7075,10.415732876712328,3688.035,6,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,8,5.83125,0.1980935925984772,35.19166666666667,11.187762588919727,41.06666666666666,1.9120752459126042,34.6875,2.6788375529174275,24.233333333333334,1.6917165134574887,1.1777083333333334,0.0755820667190558,22.4625,1.7859849001299155,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Elgon,2018,annual,sweet_potatoes,annual,3.3,2.1476464148877943,0.34906951286261634,7308.0,2551.0,15695.0,,,27.6,1827.6763648165197,5.007332506346629,208,69,18,41.79936528205872,90.03196603059769,22,0.8422130793858668,2018-02-18,2018-11-20,49,324,276,20.104205479452055,32.6975,11.7075,10.415732876712328,3688.035,6,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,8,5.83125,0.1980935925984772,35.19166666666667,11.187762588919727,41.06666666666666,1.9120752459126042,34.6875,2.6788375529174275,24.233333333333334,1.6917165134574887,1.1777083333333334,0.0755820667190558,22.4625,1.7859849001299155,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Karamoja,2018,annual,beans,annual,0.4,0.5603299090540889,0.07198350454729556,27159.0,1955.0,15218.0,,,68.2,1340.7205920768718,3.6732071015804704,154,52,11,39.4178341456822,85.77205644335066,50,0.8444844864765217,2018-03-02,2018-12-24,61,358,298,23.599027397260276,35.73,15.677142857142858,11.784590998043054,4963.6449999999995,92,2,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,7,6.485714285714285,0.26569764412812935,20.571428571428577,3.514858859788369,37.01428571428572,3.5744648469105065,39.42857142857143,3.4768109361474204,23.559523809523807,1.6847864229644338,1.2750000000000001,0.022484562605386792,24.55,2.3700289105909733,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
